failed to get console mode for stdout: The handle is invalid.
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
61c855158cf8   proof-of-training-quality-node8-1    39.16%    117.6MiB / 7.702GiB   1.49%     30.2MB / 31.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.23%    123.8MiB / 7.702GiB   1.57%     26.7MB / 26.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.20%    117.8MiB / 7.702GiB   1.49%     31.1MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.77%    122.7MiB / 7.702GiB   1.56%     27.8MB / 31.3MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.92%    115.8MiB / 7.702GiB   1.47%     29.5MB / 26MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.47%    106.4MiB / 7.702GiB   1.35%     31.8MB / 38.4MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.65%    128.6MiB / 7.702GiB   1.63%     34.3MB / 28.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.02%    124.8MiB / 7.702GiB   1.58%     29.8MB / 24.1MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.46%    116.4MiB / 7.702GiB   1.48%     34MB / 37.6MB     0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    36.34%    103.4MiB / 7.702GiB   1.31%     32.7MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.16%    117.6MiB / 7.702GiB   1.49%     30.2MB / 31.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.23%    123.8MiB / 7.702GiB   1.57%     26.7MB / 26.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.20%    117.8MiB / 7.702GiB   1.49%     31.1MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.77%    122.7MiB / 7.702GiB   1.56%     27.8MB / 31.3MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.92%    115.8MiB / 7.702GiB   1.47%     29.5MB / 26MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.47%    106.4MiB / 7.702GiB   1.35%     31.8MB / 38.4MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.65%    128.6MiB / 7.702GiB   1.63%     34.3MB / 28.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.02%    124.8MiB / 7.702GiB   1.58%     29.8MB / 24.1MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   36.88%    116.4MiB / 7.702GiB   1.48%     34.1MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.23%    103.4MiB / 7.702GiB   1.31%     32.8MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.22%    117.6MiB / 7.702GiB   1.49%     30.3MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    37.36%    123.8MiB / 7.702GiB   1.57%     27MB / 26.8MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.71%    117.9MiB / 7.702GiB   1.49%     31.2MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    41.95%    122.8MiB / 7.702GiB   1.56%     27.9MB / 31.4MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.01%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.45%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.49%    128.7MiB / 7.702GiB   1.63%     34.3MB / 28.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    37.53%    124.8MiB / 7.702GiB   1.58%     30MB / 24.1MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   36.88%    116.4MiB / 7.702GiB   1.48%     34.1MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.23%    103.4MiB / 7.702GiB   1.31%     32.8MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.22%    117.6MiB / 7.702GiB   1.49%     30.3MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    37.36%    123.8MiB / 7.702GiB   1.57%     27MB / 26.8MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.71%    117.9MiB / 7.702GiB   1.49%     31.2MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    41.95%    122.8MiB / 7.702GiB   1.56%     27.9MB / 31.4MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.01%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.45%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.49%    128.7MiB / 7.702GiB   1.63%     34.3MB / 28.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    37.53%    124.8MiB / 7.702GiB   1.58%     30MB / 24.1MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.47%    116.4MiB / 7.702GiB   1.48%     34.1MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    43.45%    103.4MiB / 7.702GiB   1.31%     32.8MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.68%    117.6MiB / 7.702GiB   1.49%     30.4MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.48%    123.8MiB / 7.702GiB   1.57%     27MB / 26.8MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    38.93%    118.1MiB / 7.702GiB   1.50%     31.2MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.21%    123MiB / 7.702GiB     1.56%     27.9MB / 31.4MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.14%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    37.57%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.19%    128.8MiB / 7.702GiB   1.63%     34.3MB / 28.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.63%    124.8MiB / 7.702GiB   1.58%     30MB / 24.1MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.47%    116.4MiB / 7.702GiB   1.48%     34.1MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    43.45%    103.4MiB / 7.702GiB   1.31%     32.8MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.68%    117.6MiB / 7.702GiB   1.49%     30.4MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.48%    123.8MiB / 7.702GiB   1.57%     27MB / 26.8MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    38.93%    118.1MiB / 7.702GiB   1.50%     31.2MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.21%    123MiB / 7.702GiB     1.56%     27.9MB / 31.4MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.14%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    37.57%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.19%    128.8MiB / 7.702GiB   1.63%     34.3MB / 28.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.63%    124.8MiB / 7.702GiB   1.58%     30MB / 24.1MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   36.53%    116.4MiB / 7.702GiB   1.48%     34.1MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    55.65%    103.4MiB / 7.702GiB   1.31%     32.9MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    33.95%    117.6MiB / 7.702GiB   1.49%     31.6MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.52%    123.8MiB / 7.702GiB   1.57%     27MB / 26.8MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.60%    118.3MiB / 7.702GiB   1.50%     31.2MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    41.09%    123.2MiB / 7.702GiB   1.56%     27.9MB / 31.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    40.05%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    33.55%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    32.85%    128.8MiB / 7.702GiB   1.63%     34.4MB / 29.7MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.01%    124.8MiB / 7.702GiB   1.58%     30.1MB / 24.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   36.53%    116.4MiB / 7.702GiB   1.48%     34.1MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    55.65%    103.4MiB / 7.702GiB   1.31%     32.9MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    33.95%    117.6MiB / 7.702GiB   1.49%     31.6MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.52%    123.8MiB / 7.702GiB   1.57%     27MB / 26.8MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.60%    118.3MiB / 7.702GiB   1.50%     31.2MB / 31MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    41.09%    123.2MiB / 7.702GiB   1.56%     27.9MB / 31.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    40.05%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    33.55%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    32.85%    128.8MiB / 7.702GiB   1.63%     34.4MB / 29.7MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.01%    124.8MiB / 7.702GiB   1.58%     30.1MB / 24.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.64%    116.4MiB / 7.702GiB   1.48%     34.2MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.91%    103.5MiB / 7.702GiB   1.31%     33.9MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    36.61%    117.6MiB / 7.702GiB   1.49%     31.8MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    52.10%    123.8MiB / 7.702GiB   1.57%     27.1MB / 26.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.47%    118.6MiB / 7.702GiB   1.50%     31.3MB / 31.2MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    37.90%    123.7MiB / 7.702GiB   1.57%     28MB / 31.7MB     0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    35.17%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.64%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.16%    128.8MiB / 7.702GiB   1.63%     34.4MB / 29.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.37%    124.8MiB / 7.702GiB   1.58%     30.2MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.64%    116.4MiB / 7.702GiB   1.48%     34.2MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.91%    103.5MiB / 7.702GiB   1.31%     33.9MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    36.61%    117.6MiB / 7.702GiB   1.49%     31.8MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    52.10%    123.8MiB / 7.702GiB   1.57%     27.1MB / 26.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.47%    118.6MiB / 7.702GiB   1.50%     31.3MB / 31.2MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    37.90%    123.7MiB / 7.702GiB   1.57%     28MB / 31.7MB     0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    35.17%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.64%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.16%    128.8MiB / 7.702GiB   1.63%     34.4MB / 29.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.37%    124.8MiB / 7.702GiB   1.58%     30.2MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.64%    116.4MiB / 7.702GiB   1.48%     34.2MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.91%    103.5MiB / 7.702GiB   1.31%     33.9MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    36.61%    117.6MiB / 7.702GiB   1.49%     31.8MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    52.10%    123.8MiB / 7.702GiB   1.57%     27.1MB / 26.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.47%    118.6MiB / 7.702GiB   1.50%     31.3MB / 31.2MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.26%    123.5MiB / 7.702GiB   1.57%     28.1MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    35.17%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.64%    106.4MiB / 7.702GiB   1.35%     31.8MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.16%    128.8MiB / 7.702GiB   1.63%     34.4MB / 29.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.37%    124.8MiB / 7.702GiB   1.58%     30.2MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.50%    116.4MiB / 7.702GiB   1.48%     34.3MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    33.82%    103.6MiB / 7.702GiB   1.31%     34MB / 32.9MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.24%    117.6MiB / 7.702GiB   1.49%     32MB / 31.7MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    42.33%    123.8MiB / 7.702GiB   1.57%     27.1MB / 27MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    32.90%    118.5MiB / 7.702GiB   1.50%     31.3MB / 31.3MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.26%    123.5MiB / 7.702GiB   1.57%     28.1MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    40.67%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    42.13%    106.4MiB / 7.702GiB   1.35%     31.9MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.61%    129MiB / 7.702GiB     1.64%     34.4MB / 29.9MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.37%    124.8MiB / 7.702GiB   1.58%     30.3MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.50%    116.4MiB / 7.702GiB   1.48%     34.3MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    33.82%    103.6MiB / 7.702GiB   1.31%     34MB / 32.9MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.24%    117.6MiB / 7.702GiB   1.49%     32MB / 31.7MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    42.33%    123.8MiB / 7.702GiB   1.57%     27.1MB / 27MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    32.90%    118.5MiB / 7.702GiB   1.50%     31.3MB / 31.3MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.26%    123.5MiB / 7.702GiB   1.57%     28.1MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    40.67%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    42.13%    106.4MiB / 7.702GiB   1.35%     31.9MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.61%    129MiB / 7.702GiB     1.64%     34.4MB / 29.9MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.37%    124.8MiB / 7.702GiB   1.58%     30.3MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   45.27%    116.4MiB / 7.702GiB   1.48%     34.4MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.36%    103.5MiB / 7.702GiB   1.31%     34.1MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    34.79%    117.6MiB / 7.702GiB   1.49%     32.1MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.83%    123.8MiB / 7.702GiB   1.57%     27.1MB / 27.2MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.67%    119.2MiB / 7.702GiB   1.51%     31.4MB / 31.8MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.33%    123.5MiB / 7.702GiB   1.57%     28.3MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    43.43%    115.9MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    36.42%    106.4MiB / 7.702GiB   1.35%     32MB / 39MB       0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.87%    129.2MiB / 7.702GiB   1.64%     34.5MB / 29.9MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.23%    124.8MiB / 7.702GiB   1.58%     30.4MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   45.27%    116.4MiB / 7.702GiB   1.48%     34.4MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.36%    103.5MiB / 7.702GiB   1.31%     34.1MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    34.79%    117.6MiB / 7.702GiB   1.49%     32.1MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.83%    123.8MiB / 7.702GiB   1.57%     27.1MB / 27.2MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.67%    119.2MiB / 7.702GiB   1.51%     31.4MB / 31.8MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.33%    123.5MiB / 7.702GiB   1.57%     28.3MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    43.43%    115.9MiB / 7.702GiB   1.47%     29.6MB / 26.4MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    36.42%    106.4MiB / 7.702GiB   1.35%     32MB / 39MB       0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.87%    129.2MiB / 7.702GiB   1.64%     34.5MB / 29.9MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.23%    124.8MiB / 7.702GiB   1.58%     30.4MB / 25.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.62%    116.4MiB / 7.702GiB   1.48%     34.5MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.44%    103.6MiB / 7.702GiB   1.31%     34.2MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.94%    117.6MiB / 7.702GiB   1.49%     32.3MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.23%    123.8MiB / 7.702GiB   1.57%     28.2MB / 27.9MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.78%    119.7MiB / 7.702GiB   1.52%     31.4MB / 32.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    36.04%    123.5MiB / 7.702GiB   1.57%     29.1MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.08%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.8MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.01%    106.4MiB / 7.702GiB   1.35%     32.1MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    35.12%    129.2MiB / 7.702GiB   1.64%     34.7MB / 30MB     0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.18%    124.8MiB / 7.702GiB   1.58%     30.5MB / 26.4MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.62%    116.4MiB / 7.702GiB   1.48%     34.5MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.44%    103.6MiB / 7.702GiB   1.31%     34.2MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.94%    117.6MiB / 7.702GiB   1.49%     32.3MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.23%    123.8MiB / 7.702GiB   1.57%     28.2MB / 27.9MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.78%    119.7MiB / 7.702GiB   1.52%     31.4MB / 32.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    36.04%    123.5MiB / 7.702GiB   1.57%     29.1MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.08%    115.8MiB / 7.702GiB   1.47%     29.6MB / 26.8MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.01%    106.4MiB / 7.702GiB   1.35%     32.1MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    35.12%    129.2MiB / 7.702GiB   1.64%     34.7MB / 30MB     0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.18%    124.8MiB / 7.702GiB   1.58%     30.5MB / 26.4MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.00%    116.4MiB / 7.702GiB   1.48%     34.8MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.65%    103.5MiB / 7.702GiB   1.31%     34.5MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.19%    117.6MiB / 7.702GiB   1.49%     32.4MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.94%    123.8MiB / 7.702GiB   1.57%     28.3MB / 29MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    32.83%    123.2MiB / 7.702GiB   1.56%     31.5MB / 32.7MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    34.22%    123.5MiB / 7.702GiB   1.57%     29.2MB / 32.1MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.00%    115.8MiB / 7.702GiB   1.47%     29.7MB / 26.8MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    45.65%    106.4MiB / 7.702GiB   1.35%     33.4MB / 39MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.07%    129.4MiB / 7.702GiB   1.64%     34.8MB / 30.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    38.85%    124.9MiB / 7.702GiB   1.58%     30.5MB / 26.8MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.00%    116.4MiB / 7.702GiB   1.48%     34.8MB / 37.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.65%    103.5MiB / 7.702GiB   1.31%     34.5MB / 32.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.19%    117.6MiB / 7.702GiB   1.49%     32.4MB / 31.7MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.94%    123.8MiB / 7.702GiB   1.57%     28.3MB / 29MB     0B / 0B     7
